"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","17312","rgi_profile_one","127.0.0.1","void batch_kernel<0, 16, find_device_func<gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>, 0, 1>, gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>>(T4, T3, unsigned int)","1","7","(128, 1, 1)","(1584, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","2.62",
"0","17312","rgi_profile_one","127.0.0.1","void batch_kernel<0, 16, find_device_func<gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>, 0, 1>, gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>>(T4, T3, unsigned int)","1","7","(128, 1, 1)","(1584, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.52",
"0","17312","rgi_profile_one","127.0.0.1","void batch_kernel<0, 16, find_device_func<gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>, 0, 1>, gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>>(T4, T3, unsigned int)","1","7","(128, 1, 1)","(1584, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","447835",
"0","17312","rgi_profile_one","127.0.0.1","void batch_kernel<0, 16, find_device_func<gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>, 0, 1>, gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>>(T4, T3, unsigned int)","1","7","(128, 1, 1)","(1584, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Memory Throughput","%","43.58",
"0","17312","rgi_profile_one","127.0.0.1","void batch_kernel<0, 16, find_device_func<gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>, 0, 1>, gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>>(T4, T3, unsigned int)","1","7","(128, 1, 1)","(1584, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Throughput","%","23.23",
"0","17312","rgi_profile_one","127.0.0.1","void batch_kernel<0, 16, find_device_func<gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>, 0, 1>, gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>>(T4, T3, unsigned int)","1","7","(128, 1, 1)","(1584, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Duration","us","293.63",
"0","17312","rgi_profile_one","127.0.0.1","void batch_kernel<0, 16, find_device_func<gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>, 0, 1>, gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>>(T4, T3, unsigned int)","1","7","(128, 1, 1)","(1584, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","44.64",
"0","17312","rgi_profile_one","127.0.0.1","void batch_kernel<0, 16, find_device_func<gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>, 0, 1>, gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>>(T4, T3, unsigned int)","1","7","(128, 1, 1)","(1584, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","25.74",
"0","17312","rgi_profile_one","127.0.0.1","void batch_kernel<0, 16, find_device_func<gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>, 0, 1>, gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>>(T4, T3, unsigned int)","1","7","(128, 1, 1)","(1584, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","379037.32",
"0","17312","rgi_profile_one","127.0.0.1","void batch_kernel<0, 16, find_device_func<gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>, 0, 1>, gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>>(T4, T3, unsigned int)","1","7","(128, 1, 1)","(1584, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","69.49",
"0","17312","rgi_profile_one","127.0.0.1","void batch_kernel<0, 16, find_device_func<gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>, 0, 1>, gpu_chainhashtable<simple_slab_allocator<128>, simple_debra_reclaimer<32768>, 16>>(T4, T3, unsigned int)","1","7","(128, 1, 1)","(1584, 1, 1)","0","9.0","SpeedOfLight","","","","SOLBottleneck","OPT","Compute is more heavily utilized than Memory: Look at the Compute Workload Analysis section to see what the compute pipelines are spending their time doing. Also, consider whether any computation is redundant and could be reduced or moved to look-up tables.","",""
